timestamp,rtu_id,bus_number,voltage_magnitude,voltage_angle,frequency,active_power,reactive_power,status,voltage_deviation,frequency_deviation,voltage_in_normal_range,frequency_in_normal_range,attack,attack_type,attack_severity,voltage_offset,frequency_offset,datetime
1759804163.8026187,RTU3,5,0.997,0.016,49.55,90.5,177.4,GOOD,0.0033,0.4536,1,1,1,Measurement Noise,low,-0.003,-0.45,2025-10-07 02:29:23.802618742
1759804163.7936325,RTU2,8,1.114,0.026,48.42,-307.6,-115.9,GOOD,0.1142,1.5831,0,0,1,Combined Attack,low,0.114,-1.58,2025-10-07 02:29:23.793632507
1759804163.7830203,RTU1,8,0.709,0.043,49.81,-352.3,-70.5,GOOD,0.2911,0.1895,0,1,1,Voltage Attack,high,-0.291,0.0,2025-10-07 02:29:23.783020258
1759804163.7997065,RTU3,8,1.082,-0.095,50.77,274.9,99.3,GOOD,0.082,0.7665,0,0,1,Status Spoofing,low,0.082,0.77,2025-10-07 02:29:23.799706459
1759804163.8034096,RTU2,5,0.976,0.097,50.13,-146.1,-109.2,GOOD,0.0239,0.1317,1,1,1,Measurement Noise,low,-0.024,0.13,2025-10-07 02:29:23.803409576
1759804163.785218,RTU4,7,0.999,0.018,47.31,-97.5,-57.4,GOOD,0.0011,2.6919,1,0,1,Frequency Attack,medium,0.0,-2.69,2025-10-07 02:29:23.785218000
1759804163.788841,RTU1,9,1.01,0.088,47.67,-310.5,-9.2,GOOD,0.0095,2.3296,1,0,1,Frequency Attack,medium,0.0,-2.33,2025-10-07 02:29:23.788841009
1759804163.791656,RTU3,7,1.263,0.015,50.92,-199.3,-179.9,GOOD,0.2633,0.9156,0,0,1,Combined Attack,medium,0.263,0.92,2025-10-07 02:29:23.791656017
1759804163.7787142,RTU4,8,1.009,0.04,49.98,-285.4,-75.5,GOOD,0.0093,0.0208,1,1,0,None,none,,,2025-10-07 02:29:23.778714180
1759804163.786958,RTU2,2,1.003,0.052,51.28,-142.3,-62.5,GOOD,0.0028,1.277,1,0,1,Frequency Attack,low,0.0,1.28,2025-10-07 02:29:23.786957979
1759804163.7854023,RTU1,1,1.016,0.089,48.63,389.0,42.0,GOOD,0.0162,1.3685,1,0,1,Frequency Attack,high,0.0,-1.37,2025-10-07 02:29:23.785402298
1759804163.8064044,RTU2,9,1.042,0.024,50.72,-443.0,6.1,GOOD,0.042,0.7216,1,0,1,Measurement Noise,high,0.042,0.72,2025-10-07 02:29:23.806404352
1759804163.7845087,RTU2,7,0.677,-0.027,50.03,70.5,132.1,GOOD,0.3231,0.0283,0,1,1,Voltage Attack,high,-0.323,0.0,2025-10-07 02:29:23.784508705
1759804163.805306,RTU2,6,0.949,0.068,50.12,519.0,84.3,GOOD,0.0513,0.1166,0,1,1,Measurement Noise,medium,-0.051,0.12,2025-10-07 02:29:23.805305958
1759804163.7821367,RTU2,10,1.145,0.071,50.16,493.1,161.8,SUSPECT,0.1452,0.1627,0,1,1,Voltage Attack,low,0.145,0.0,2025-10-07 02:29:23.782136679
1759804163.8051996,RTU2,3,1.024,-0.144,50.11,-284.1,-131.2,INVALID,0.0239,0.1082,1,1,1,Measurement Noise,low,0.024,0.11,2025-10-07 02:29:23.805199623
1759804163.7824323,RTU3,2,0.795,-0.087,50.13,-212.5,-127.1,SUSPECT,0.2051,0.1294,0,1,1,Voltage Attack,low,-0.205,0.0,2025-10-07 02:29:23.782432318
1759804163.7913268,RTU2,5,1.341,-0.066,51.63,-130.5,-170.7,SUSPECT,0.3408,1.6269,0,0,1,Combined Attack,high,0.341,1.63,2025-10-07 02:29:23.791326761
1759804163.7874157,RTU2,2,0.986,-0.087,48.77,132.6,130.1,GOOD,0.0138,1.2331,1,0,1,Frequency Attack,low,0.0,-1.23,2025-10-07 02:29:23.787415743
1759804163.7743578,RTU4,6,0.997,-0.087,50.07,240.5,167.5,GOOD,0.0035,0.0683,1,1,0,None,none,,,2025-10-07 02:29:23.774357796
1759804163.7816472,RTU3,4,0.902,0.093,49.83,173.2,92.7,SUSPECT,0.0982,0.1718,0,1,1,Voltage Attack,low,-0.098,0.0,2025-10-07 02:29:23.781647205
1759804163.77533,RTU3,10,1.002,-0.016,50.0,-386.3,-189.7,GOOD,0.0021,0.0008,1,1,0,None,none,,,2025-10-07 02:29:23.775330067
1759804163.799173,RTU4,2,0.949,-0.088,49.24,-226.5,-99.4,GOOD,0.0506,0.7559,0,0,1,Status Spoofing,medium,-0.051,-0.76,2025-10-07 02:29:23.799173117
1759804163.7974942,RTU1,3,0.933,-0.058,50.47,100.7,144.6,GOOD,0.067,0.4652,0,1,1,Status Spoofing,medium,-0.067,0.47,2025-10-07 02:29:23.797494173
1759804163.7862384,RTU3,6,0.984,0.041,48.7,-285.1,-158.7,GOOD,0.0162,1.3023,1,0,1,Frequency Attack,medium,0.0,-1.3,2025-10-07 02:29:23.786238432
1759804163.7882338,RTU4,3,0.991,0.067,48.98,200.6,157.5,SUSPECT,0.0093,1.0156,1,0,1,Frequency Attack,high,0.0,-1.02,2025-10-07 02:29:23.788233757
1759804163.8002803,RTU1,8,1.065,0.099,49.07,439.3,188.9,GOOD,0.0651,0.9331,0,0,1,Status Spoofing,medium,0.065,-0.93,2025-10-07 02:29:23.800280333
1759804163.8026037,RTU1,8,1.048,0.047,50.74,548.6,-10.2,GOOD,0.0475,0.742,1,0,1,Measurement Noise,medium,0.048,0.74,2025-10-07 02:29:23.802603722
1759804163.806343,RTU4,1,0.943,-0.085,49.4,427.8,234.2,GOOD,0.0568,0.6003,0,0,1,Measurement Noise,high,-0.057,-0.6,2025-10-07 02:29:23.806343079
1759804163.7917228,RTU3,5,1.18,0.035,52.16,398.0,109.5,INVALID,0.1797,2.156,0,0,1,Combined Attack,medium,0.18,2.16,2025-10-07 02:29:23.791722775
1759804163.7836971,RTU3,2,1.263,-0.01,50.14,354.9,154.7,GOOD,0.2632,0.1374,0,1,1,Voltage Attack,medium,0.263,0.0,2025-10-07 02:29:23.783697128
1759804163.787478,RTU2,8,1.011,-0.067,48.28,59.0,177.4,GOOD,0.0111,1.7221,1,0,1,Frequency Attack,medium,0.0,-1.72,2025-10-07 02:29:23.787477970
1759804163.7750876,RTU2,3,1.001,0.021,50.13,425.5,2.1,GOOD,0.0013,0.1342,1,1,0,None,none,,,2025-10-07 02:29:23.775087595
1759804163.8002295,RTU1,4,0.922,0.074,50.54,233.9,37.2,GOOD,0.0779,0.543,0,0,1,Status Spoofing,low,-0.078,0.54,2025-10-07 02:29:23.800229549
1759804163.7838833,RTU2,8,1.265,-0.04,50.08,442.6,166.2,SUSPECT,0.2649,0.0766,0,1,1,Voltage Attack,high,0.265,0.0,2025-10-07 02:29:23.783883333
1759804163.7856057,RTU1,5,0.999,-0.07,51.45,389.7,191.9,INVALID,0.0013,1.4466,1,0,1,Frequency Attack,low,0.0,1.45,2025-10-07 02:29:23.785605669
1759804163.7885468,RTU3,10,1.002,0.005,51.43,-332.2,-78.1,SUSPECT,0.0023,1.4261,1,0,1,Frequency Attack,low,0.0,1.43,2025-10-07 02:29:23.788546801
1759804163.7856574,RTU2,5,1.0,0.004,51.37,209.3,33.5,SUSPECT,0.0005,1.3739,1,0,1,Frequency Attack,high,0.0,1.37,2025-10-07 02:29:23.785657406
1759804163.7873914,RTU2,10,1.009,-0.086,50.86,326.9,18.1,GOOD,0.0092,0.8614,1,0,1,Frequency Attack,low,0.0,0.86,2025-10-07 02:29:23.787391424
1759804163.801703,RTU1,10,1.002,-0.045,49.77,123.4,197.1,GOOD,0.0017,0.2287,1,1,1,Measurement Noise,medium,0.002,-0.23,2025-10-07 02:29:23.801702976
1759804163.793681,RTU3,8,0.825,0.04,51.16,381.4,6.4,SUSPECT,0.1748,1.162,0,0,1,Combined Attack,low,-0.175,1.16,2025-10-07 02:29:23.793680906
1759804163.7749097,RTU1,1,1.003,-0.077,49.97,-53.2,-140.1,GOOD,0.0025,0.0276,1,1,0,None,none,,,2025-10-07 02:29:23.774909735
1759804163.7809076,RTU2,6,1.125,0.035,49.86,163.5,32.2,SUSPECT,0.1247,0.1436,0,1,1,Voltage Attack,high,0.125,0.0,2025-10-07 02:29:23.780907631
1759804163.792194,RTU2,1,0.878,0.093,51.48,-240.3,-140.0,INVALID,0.122,1.4775,0,0,1,Combined Attack,low,-0.122,1.48,2025-10-07 02:29:23.792193890
1759804163.7849908,RTU1,10,0.996,-0.048,53.2,224.6,142.2,GOOD,0.0036,3.1982,1,0,1,Frequency Attack,high,0.0,3.2,2025-10-07 02:29:23.784990788
1759804163.7965531,RTU1,5,1.247,-0.054,52.91,-215.1,-139.0,GOOD,0.2468,2.9132,0,0,1,Combined Attack,high,0.247,2.91,2025-10-07 02:29:23.796553135
1759804163.7969317,RTU2,3,0.886,0.011,51.17,-286.1,-89.1,GOOD,0.1141,1.1726,0,0,1,Status Spoofing,high,-0.114,1.17,2025-10-07 02:29:23.796931744
1759804163.775577,RTU3,4,0.991,-0.015,50.0,-217.1,-48.2,GOOD,0.0086,0.0041,1,1,0,None,none,,,2025-10-07 02:29:23.775577068
1759804163.785992,RTU4,8,1.0,-0.063,48.9,-289.4,-104.3,GOOD,0.0005,1.0996,1,0,1,Frequency Attack,low,0.0,-1.1,2025-10-07 02:29:23.785991907
1759804163.775775,RTU2,4,0.993,0.01,50.08,285.9,128.5,GOOD,0.0066,0.0768,1,1,0,None,none,,,2025-10-07 02:29:23.775774956
1759804163.7821734,RTU4,2,0.894,0.032,50.05,273.3,129.3,INVALID,0.1057,0.0502,0,1,1,Voltage Attack,low,-0.106,0.0,2025-10-07 02:29:23.782173395
1759804163.799602,RTU2,8,1.064,0.025,51.19,-257.2,-130.5,GOOD,0.0644,1.1864,0,0,1,Status Spoofing,high,0.064,1.19,2025-10-07 02:29:23.799602032
1759804163.7816346,RTU2,3,0.647,-0.029,49.96,-375.1,-98.6,SUSPECT,0.3526,0.0376,0,1,1,Voltage Attack,high,-0.353,0.0,2025-10-07 02:29:23.781634569
1759804163.7861428,RTU4,4,1.014,-0.076,51.63,441.8,85.4,GOOD,0.0144,1.6285,1,0,1,Frequency Attack,high,0.0,1.63,2025-10-07 02:29:23.786142826
1759804163.7864177,RTU2,6,0.997,-0.078,48.14,72.3,42.3,SUSPECT,0.0031,1.8649,1,0,1,Frequency Attack,low,0.0,-1.86,2025-10-07 02:29:23.786417723
1759804163.7764266,RTU4,2,0.993,0.09,49.99,-286.5,-169.8,GOOD,0.0067,0.0094,1,1,0,None,none,,,2025-10-07 02:29:23.776426554
1759804163.791013,RTU1,2,1.085,0.035,48.92,-161.3,-182.5,INVALID,0.0855,1.077,0,0,1,Combined Attack,low,0.085,-1.08,2025-10-07 02:29:23.791013002
1759804163.8047028,RTU4,9,1.033,-0.143,50.05,-165.6,-76.9,SUSPECT,0.0326,0.0538,1,1,1,Measurement Noise,low,0.033,0.05,2025-10-07 02:29:23.804702759
1759804163.7934847,RTU2,9,0.833,-0.082,52.43,102.1,87.7,GOOD,0.1668,2.4301,0,0,1,Combined Attack,medium,-0.167,2.43,2025-10-07 02:29:23.793484688
1759804163.7869844,RTU2,1,1.0,0.034,52.41,162.2,48.5,GOOD,0.0004,2.4143,1,0,1,Frequency Attack,medium,0.0,2.41,2025-10-07 02:29:23.786984444
1759804163.7817333,RTU2,2,1.111,-0.046,49.85,-277.8,-45.9,SUSPECT,0.1112,0.1528,0,1,1,Voltage Attack,low,0.111,0.0,2025-10-07 02:29:23.781733274
1759804163.7921267,RTU1,10,1.097,-0.078,52.14,331.1,61.0,GOOD,0.0974,2.1421,0,0,1,Combined Attack,medium,0.097,2.14,2025-10-07 02:29:23.792126656
1759804163.7782907,RTU4,5,0.993,-0.078,50.0,177.1,192.6,GOOD,0.0069,0.001,1,1,0,None,none,,,2025-10-07 02:29:23.778290749
1759804163.7833264,RTU1,6,1.192,-0.011,50.09,108.7,197.9,GOOD,0.1915,0.0872,0,1,1,Voltage Attack,medium,0.192,0.0,2025-10-07 02:29:23.783326387
1759804163.8016484,RTU1,8,1.035,-0.109,51.03,165.0,54.3,SUSPECT,0.0349,1.0314,1,0,1,Measurement Noise,high,0.035,1.03,2025-10-07 02:29:23.801648378
1759804163.8009334,RTU3,10,1.071,-0.003,50.52,496.7,127.5,GOOD,0.0707,0.5207,0,0,1,Status Spoofing,medium,0.071,0.52,2025-10-07 02:29:23.800933361
1759804163.7860293,RTU1,6,0.996,0.086,51.81,75.1,53.6,GOOD,0.0042,1.8076,1,0,1,Frequency Attack,low,0.0,1.81,2025-10-07 02:29:23.786029339
1759804163.787527,RTU3,7,0.986,0.034,47.62,-208.9,-173.1,GOOD,0.0142,2.3763,1,0,1,Frequency Attack,medium,0.0,-2.38,2025-10-07 02:29:23.787527084
1759804163.780657,RTU1,7,0.903,-0.029,50.06,285.5,174.3,GOOD,0.0967,0.0615,0,1,1,Voltage Attack,medium,-0.097,0.0,2025-10-07 02:29:23.780657053
1759804163.7805173,RTU2,7,1.097,-0.06,50.15,-83.2,-188.9,INVALID,0.0969,0.1527,0,1,1,Voltage Attack,low,0.097,0.0,2025-10-07 02:29:23.780517340
1759804163.782829,RTU4,2,1.064,0.012,49.97,-199.7,-54.7,GOOD,0.064,0.028,0,1,1,Voltage Attack,high,0.064,0.0,2025-10-07 02:29:23.782829046
1759804163.8060176,RTU3,7,1.011,0.0,50.18,44.4,-24.4,INVALID,0.0106,0.1774,1,1,1,Measurement Noise,low,0.011,0.18,2025-10-07 02:29:23.806017637
1759804163.7819116,RTU1,9,0.827,0.095,49.98,-369.1,-16.7,GOOD,0.1728,0.0181,0,1,1,Voltage Attack,high,-0.173,0.0,2025-10-07 02:29:23.781911612
1759804163.800852,RTU1,5,0.936,0.07,49.33,494.2,199.7,GOOD,0.0642,0.6731,0,0,1,Status Spoofing,low,-0.064,-0.67,2025-10-07 02:29:23.800852060
1759804163.804811,RTU1,5,0.987,0.003,50.27,-191.7,-125.2,GOOD,0.0126,0.2676,1,1,1,Measurement Noise,medium,-0.013,0.27,2025-10-07 02:29:23.804811001
1759804163.775961,RTU4,6,0.998,0.089,50.18,153.3,32.9,GOOD,0.0021,0.1778,1,1,0,None,none,,,2025-10-07 02:29:23.775960922
1759804163.8061378,RTU4,9,1.072,0.046,49.57,-348.4,-26.6,GOOD,0.0723,0.4274,0,1,1,Measurement Noise,medium,0.072,-0.43,2025-10-07 02:29:23.806137800
1759804163.7887268,RTU4,8,1.004,-0.009,52.38,460.2,186.9,GOOD,0.0041,2.3828,1,0,1,Frequency Attack,high,0.0,2.38,2025-10-07 02:29:23.788726807
1759804163.800401,RTU3,2,0.909,0.041,50.81,-80.8,-169.6,GOOD,0.0908,0.8102,0,0,1,Status Spoofing,high,-0.091,0.81,2025-10-07 02:29:23.800400972
1759804163.7855432,RTU1,7,1.0,-0.006,51.76,259.3,4.7,INVALID,0.0001,1.7567,1,0,1,Frequency Attack,low,0.0,1.76,2025-10-07 02:29:23.785543203
1759804163.791602,RTU3,5,1.344,0.016,52.74,119.4,125.7,GOOD,0.3441,2.7432,0,0,1,Combined Attack,high,0.344,2.74,2025-10-07 02:29:23.791601896
1759804163.7862012,RTU4,8,0.989,-0.028,48.09,270.9,108.1,GOOD,0.0107,1.9094,1,0,1,Frequency Attack,high,0.0,-1.91,2025-10-07 02:29:23.786201239
1759804163.800753,RTU1,10,1.081,-0.077,49.19,309.8,153.0,GOOD,0.0809,0.8126,0,0,1,Status Spoofing,medium,0.081,-0.81,2025-10-07 02:29:23.800753117
1759804163.8023539,RTU2,10,0.962,0.102,49.79,216.2,21.7,SUSPECT,0.0378,0.2141,1,1,1,Measurement Noise,medium,-0.038,-0.21,2025-10-07 02:29:23.802353859
1759804163.7751107,RTU2,5,1.005,0.047,49.7,-369.6,-194.8,SUSPECT,0.0047,0.3046,1,1,0,None,none,,,2025-10-07 02:29:23.775110722
1759804163.7745736,RTU1,4,1.007,-0.024,49.99,490.3,57.2,GOOD,0.0074,0.0103,1,1,0,None,none,,,2025-10-07 02:29:23.774573565
1759804163.7927556,RTU1,6,1.127,-0.088,51.69,-261.7,-188.1,GOOD,0.1267,1.6929,0,0,1,Combined Attack,low,0.127,1.69,2025-10-07 02:29:23.792755604
1759804163.7747207,RTU2,1,1.0,-0.026,50.09,-205.7,-50.6,GOOD,0.0002,0.0936,1,1,0,None,none,,,2025-10-07 02:29:23.774720669
1759804163.785346,RTU3,6,0.996,-0.002,53.37,-266.4,-16.1,GOOD,0.0043,3.3677,1,0,1,Frequency Attack,high,0.0,3.37,2025-10-07 02:29:23.785346031
1759804163.79699,RTU3,2,0.928,0.02,50.76,366.4,81.0,GOOD,0.0721,0.7568,0,0,1,Status Spoofing,low,-0.072,0.76,2025-10-07 02:29:23.796989918
1759804163.7798934,RTU4,3,1.224,0.035,50.01,-159.0,-21.2,SUSPECT,0.2241,0.0135,0,1,1,Voltage Attack,medium,0.224,0.0,2025-10-07 02:29:23.779893398
1759804163.7928476,RTU4,7,1.328,-0.034,46.82,232.2,138.8,GOOD,0.3281,3.1803,0,0,1,Combined Attack,high,0.328,-3.18,2025-10-07 02:29:23.792847633
1759804163.7881036,RTU4,8,1.004,-0.068,51.4,174.8,194.0,SUSPECT,0.0043,1.399,1,0,1,Frequency Attack,low,0.0,1.4,2025-10-07 02:29:23.788103580
1759804163.803141,RTU3,6,0.987,-0.006,49.9,-58.2,-29.8,SUSPECT,0.0127,0.0956,1,1,1,Measurement Noise,low,-0.013,-0.1,2025-10-07 02:29:23.803141117
1759804163.7817998,RTU2,7,0.856,0.095,50.02,-203.4,-87.4,GOOD,0.1438,0.0197,0,1,1,Voltage Attack,high,-0.144,0.0,2025-10-07 02:29:23.781799793
1759804163.7821858,RTU2,3,0.818,0.091,49.83,302.4,58.4,SUSPECT,0.1821,0.1702,0,1,1,Voltage Attack,high,-0.182,0.0,2025-10-07 02:29:23.782185793
1759804163.7886045,RTU3,8,1.005,-0.062,48.44,-187.6,-40.3,SUSPECT,0.0048,1.5591,1,0,1,Frequency Attack,medium,0.0,-1.56,2025-10-07 02:29:23.788604498
1759804163.8010213,RTU1,5,0.956,-0.017,49.34,-265.2,-16.8,GOOD,0.0441,0.6552,1,0,1,Status Spoofing,low,-0.044,-0.66,2025-10-07 02:29:23.801021338
1759804163.8036525,RTU2,6,1.023,0.098,50.11,-163.8,-58.6,SUSPECT,0.0234,0.1058,1,1,1,Measurement Noise,low,0.023,0.11,2025-10-07 02:29:23.803652525
1759804163.8065119,RTU4,6,0.98,-0.136,49.72,-441.8,-83.7,GOOD,0.0205,0.282,1,1,1,Measurement Noise,high,-0.02,-0.28,2025-10-07 02:29:23.806511879
1759804163.7875469,RTU3,1,0.999,-0.085,51.95,419.6,87.2,GOOD,0.0011,1.9542,1,0,1,Frequency Attack,low,0.0,1.95,2025-10-07 02:29:23.787546873
1759804163.7875028,RTU1,8,0.994,-0.037,48.31,454.8,52.3,INVALID,0.0059,1.6852,1,0,1,Frequency Attack,medium,0.0,-1.69,2025-10-07 02:29:23.787502766
1759804163.7995899,RTU4,3,0.934,0.04,50.6,-225.0,-20.5,GOOD,0.0656,0.6035,0,0,1,Status Spoofing,low,-0.066,0.6,2025-10-07 02:29:23.799589872
1759804163.791669,RTU4,10,0.854,-0.095,47.62,190.7,156.8,GOOD,0.1458,2.3776,0,0,1,Combined Attack,medium,-0.146,-2.38,2025-10-07 02:29:23.791668892
1759804163.8008437,RTU1,2,1.118,-0.02,50.68,-191.4,-24.1,GOOD,0.1182,0.6835,0,0,1,Status Spoofing,high,0.118,0.68,2025-10-07 02:29:23.800843716
1759804163.7886887,RTU2,6,0.995,-0.065,49.28,146.2,177.9,GOOD,0.0048,0.7249,1,0,1,Frequency Attack,low,0.0,-0.72,2025-10-07 02:29:23.788688660
1759804163.8057296,RTU4,9,0.99,0.081,50.2,497.5,238.2,GOOD,0.01,0.1975,1,1,1,Measurement Noise,low,-0.01,0.2,2025-10-07 02:29:23.805729628
1759804163.7953413,RTU3,1,0.935,-0.087,48.38,469.8,45.3,SUSPECT,0.0654,1.6185,0,0,1,Combined Attack,high,-0.065,-1.62,2025-10-07 02:29:23.795341253
1759804163.7935123,RTU1,1,0.875,0.03,49.47,389.2,122.7,GOOD,0.1245,0.5325,0,0,1,Combined Attack,low,-0.125,-0.53,2025-10-07 02:29:23.793512344
1759804163.8063114,RTU2,6,0.967,-0.081,50.16,48.1,130.3,GOOD,0.0331,0.1638,1,1,1,Measurement Noise,low,-0.033,0.16,2025-10-07 02:29:23.806311369
1759804163.8009813,RTU2,7,0.958,-0.027,50.69,455.3,129.1,GOOD,0.0422,0.6857,1,0,1,Status Spoofing,medium,-0.042,0.69,2025-10-07 02:29:23.800981283
1759804163.7964482,RTU2,1,1.066,-0.05,50.92,-203.8,-43.6,SUSPECT,0.0656,0.9195,0,0,1,Combined Attack,medium,0.066,0.92,2025-10-07 02:29:23.796448231
1759804163.7749555,RTU4,8,1.012,-0.067,49.98,-132.3,-106.6,GOOD,0.0121,0.0197,1,1,0,None,none,,,2025-10-07 02:29:23.774955511
1759804163.7746887,RTU3,1,0.994,0.065,50.12,-316.1,-171.0,GOOD,0.0062,0.1157,1,1,0,None,none,,,2025-10-07 02:29:23.774688721
1759804163.7766185,RTU4,7,0.993,-0.03,50.08,-210.4,-89.6,GOOD,0.0074,0.0782,1,1,0,None,none,,,2025-10-07 02:29:23.776618481
1759804163.7763162,RTU3,8,1.013,0.033,50.03,-373.4,-23.4,GOOD,0.0133,0.0297,1,1,0,None,none,,,2025-10-07 02:29:23.776316166
1759804163.7764814,RTU1,7,1.014,0.088,49.96,-294.2,-87.2,GOOD,0.0143,0.0412,1,1,0,None,none,,,2025-10-07 02:29:23.776481390
1759804163.7801862,RTU4,4,0.812,-0.021,50.03,326.1,152.7,SUSPECT,0.1876,0.0328,0,1,1,Voltage Attack,low,-0.188,0.0,2025-10-07 02:29:23.780186176
1759804163.8030474,RTU2,5,0.956,-0.118,49.62,-428.9,32.8,SUSPECT,0.0438,0.3836,1,1,1,Measurement Noise,high,-0.044,-0.38,2025-10-07 02:29:23.803047419
1759804163.804121,RTU1,10,0.956,-0.02,49.58,368.4,-36.4,GOOD,0.0441,0.42,1,1,1,Measurement Noise,high,-0.044,-0.42,2025-10-07 02:29:23.804121017
1759804163.8002005,RTU4,4,1.072,0.098,49.35,-221.5,-96.0,GOOD,0.0716,0.6521,0,0,1,Status Spoofing,low,0.072,-0.65,2025-10-07 02:29:23.800200462
1759804163.788629,RTU1,7,1.008,0.086,48.24,164.4,44.0,SUSPECT,0.0075,1.7629,1,0,1,Frequency Attack,low,0.0,-1.76,2025-10-07 02:29:23.788629055
1759804163.7991629,RTU2,10,1.051,-0.077,50.74,351.0,146.3,GOOD,0.0511,0.7438,0,0,1,Status Spoofing,low,0.051,0.74,2025-10-07 02:29:23.799162865
1759804163.78539,RTU3,5,0.994,-0.047,47.14,-64.8,-171.0,SUSPECT,0.0058,2.8583,1,0,1,Frequency Attack,high,0.0,-2.86,2025-10-07 02:29:23.785389900
1759804163.7934437,RTU4,6,1.195,0.089,48.54,-91.6,-157.8,GOOD,0.1947,1.4557,0,0,1,Combined Attack,low,0.195,-1.46,2025-10-07 02:29:23.793443680
1759804163.8045206,RTU1,3,1.006,0.004,50.41,151.0,66.8,GOOD,0.006,0.4148,1,1,1,Measurement Noise,low,0.006,0.41,2025-10-07 02:29:23.804520607
1759804163.7811387,RTU2,7,0.736,0.038,49.89,95.6,14.2,GOOD,0.2641,0.1117,0,1,1,Voltage Attack,medium,-0.264,0.0,2025-10-07 02:29:23.781138659
1759804163.8062963,RTU1,5,1.048,0.091,49.81,-431.0,-12.1,GOOD,0.0475,0.1942,1,1,1,Measurement Noise,medium,0.048,-0.19,2025-10-07 02:29:23.806296349
1759804163.788564,RTU1,3,1.006,-0.091,52.94,-270.8,-13.5,GOOD,0.006,2.9448,1,0,1,Frequency Attack,high,0.0,2.94,2025-10-07 02:29:23.788563967
1759804163.7757962,RTU4,8,1.007,-0.091,50.04,-276.1,-20.4,GOOD,0.007,0.0377,1,1,0,None,none,,,2025-10-07 02:29:23.775796175
1759804163.8026943,RTU1,3,1.018,-0.106,49.73,-282.7,-10.5,GOOD,0.0175,0.2733,1,1,1,Measurement Noise,low,0.018,-0.27,2025-10-07 02:29:23.802694321
1759804163.7822595,RTU3,7,1.216,-0.019,50.05,479.7,116.9,GOOD,0.2157,0.047,0,1,1,Voltage Attack,high,0.216,0.0,2025-10-07 02:29:23.782259464
1759804163.8000238,RTU4,4,0.917,-0.026,49.01,-265.8,-67.4,GOOD,0.0834,0.9916,0,0,1,Status Spoofing,high,-0.083,-0.99,2025-10-07 02:29:23.800023794
1759804163.786469,RTU3,2,0.987,-0.095,50.6,285.3,177.0,GOOD,0.013,0.5982,1,0,1,Frequency Attack,high,0.0,0.6,2025-10-07 02:29:23.786468983
1759804163.7840023,RTU2,1,1.177,-0.061,49.96,69.2,91.0,SUSPECT,0.177,0.0354,0,1,1,Voltage Attack,high,0.177,0.0,2025-10-07 02:29:23.784002304
1759804163.7810774,RTU2,1,1.065,0.076,49.9,-131.3,-163.7,SUSPECT,0.0646,0.0964,0,1,1,Voltage Attack,high,0.065,0.0,2025-10-07 02:29:23.781077385
1759804163.7749777,RTU1,7,1.01,-0.051,50.08,252.8,25.0,GOOD,0.0102,0.0826,1,1,0,None,none,,,2025-10-07 02:29:23.774977684
1759804163.798649,RTU2,4,1.053,0.088,50.53,102.2,93.5,GOOD,0.0534,0.5344,0,0,1,Status Spoofing,low,0.053,0.53,2025-10-07 02:29:23.798649073
1759804163.782909,RTU2,7,1.069,-0.051,50.04,-111.2,-66.2,GOOD,0.0686,0.0363,0,1,1,Voltage Attack,low,0.069,0.0,2025-10-07 02:29:23.782908916
1759804163.800456,RTU2,8,0.926,-0.043,49.52,89.4,152.2,GOOD,0.0737,0.4815,0,1,1,Status Spoofing,low,-0.074,-0.48,2025-10-07 02:29:23.800456047
1759804163.7796352,RTU3,8,1.124,0.048,50.12,-75.3,-129.7,SUSPECT,0.1235,0.1221,0,1,1,Voltage Attack,low,0.124,0.0,2025-10-07 02:29:23.779635191
1759804163.7768369,RTU3,10,1.009,-0.011,50.05,-140.4,-26.1,GOOD,0.009,0.0479,1,1,0,None,none,,,2025-10-07 02:29:23.776836872
1759804163.784385,RTU4,4,1.138,-0.053,50.01,305.0,192.7,GOOD,0.138,0.0118,0,1,1,Voltage Attack,medium,0.138,0.0,2025-10-07 02:29:23.784384966
1759804163.8035164,RTU2,6,1.053,0.011,49.21,-360.3,-72.2,GOOD,0.0529,0.795,0,0,1,Measurement Noise,high,0.053,-0.79,2025-10-07 02:29:23.803516388
1759804163.790656,RTU1,5,0.923,0.092,52.22,221.4,147.8,GOOD,0.0767,2.2235,0,0,1,Combined Attack,medium,-0.077,2.22,2025-10-07 02:29:23.790656090
1759804163.8030164,RTU4,8,0.991,-0.149,50.26,276.7,112.0,GOOD,0.0095,0.2625,1,1,1,Measurement Noise,low,-0.009,0.26,2025-10-07 02:29:23.803016424
1759804163.7891147,RTU4,5,1.005,-0.018,50.61,-278.6,-39.0,GOOD,0.0052,0.6079,1,0,1,Frequency Attack,high,0.0,0.61,2025-10-07 02:29:23.789114714
1759804163.7980845,RTU2,7,1.129,-0.033,49.18,-221.2,-85.8,GOOD,0.1292,0.8192,0,0,1,Status Spoofing,high,0.129,-0.82,2025-10-07 02:29:23.798084497
1759804163.7845898,RTU3,6,1.177,0.092,49.98,57.0,79.1,SUSPECT,0.1774,0.0189,0,1,1,Voltage Attack,low,0.177,0.0,2025-10-07 02:29:23.784589767
1759804163.7750313,RTU2,6,0.993,-0.058,50.07,-256.7,-12.3,GOOD,0.0072,0.0655,1,1,0,None,none,,,2025-10-07 02:29:23.775031328
